index,Airline,Date_of_Journey,Source,Destination,Dep_Time,Duration,Total_Stops,Additional_Info,Price
9232,Jet Airways,2019-09-06,Kolkata,Banglore,8:25,20h 15m,1 stop,In-flight meal not included,8586
9233,SpiceJet,2019-09-06,Kolkata,Banglore,17:10,2h 30m,non-stop,No check-in baggage included,3841
9234,Jet Airways,2019-09-06,Kolkata,Banglore,6:30,22h 10m,1 stop,No info,14178
9235,Air Asia,2019-09-06,Delhi,Cochin,7:55,5h 30m,1 stop,No info,8759
9236,Jet Airways,2019-09-06,Delhi,Cochin,15:00,13h 25m,1 stop,In-flight meal not included,10262
9237,Multiple carriers,2019-09-06,Delhi,Cochin,11:25,7h 35m,1 stop,No info,11200
9238,Air India,2019-09-06,Delhi,Cochin,19:45,23h 30m,2 stops,No info,10178
9239,Multiple carriers,2019-09-06,Delhi,Cochin,4:55,14h 5m,1 stop,No info,10877
9240,Jet Airways,2019-09-06,Kolkata,Banglore,20:25,27h 10m,1 stop,No info,12692
9241,IndiGo,2019-09-06,Kolkata,Banglore,9:20,4h 55m,1 stop,No info,11465
9242,Jet Airways,2019-09-06,Kolkata,Banglore,20:25,24h 40m,1 stop,No info,12692
9243,Air India,2019-09-06,Delhi,Cochin,9:45,13h 15m,1 stop,No info,8907
9244,Jet Airways,2019-09-06,Delhi,Cochin,11:00,3h 15m,non-stop,In-flight meal not included,7202
9245,Jet Airways,2019-09-06,Kolkata,Banglore,9:35,11h 30m,1 stop,In-flight meal not included,13994
9246,Jet Airways,2019-09-06,Delhi,Cochin,14:00,5h,1 stop,No info,14714
9247,GoAir,2019-09-06,Kolkata,Banglore,16:40,7h 35m,1 stop,No info,9495
9248,Jet Airways,2019-09-06,Kolkata,Banglore,10:20,7h 15m,1 stop,No info,8355
9249,Multiple carriers,2019-09-06,Delhi,Cochin,7:10,9h,1 stop,No info,6513
9250,Jet Airways,2019-09-06,Delhi,Cochin,22:50,20h 10m,1 stop,In-flight meal not included,10262
9251,Vistara,2019-09-06,Kolkata,Banglore,20:20,22h 30m,1 stop,No info,8610
9252,Jet Airways,2019-09-06,Kolkata,Banglore,6:30,5h 30m,1 stop,In-flight meal not included,10844
9253,Air India,2019-09-06,Kolkata,Banglore,9:50,26h 40m,2 stops,No info,14960
9254,IndiGo,2019-09-06,Delhi,Cochin,7:35,4h 35m,1 stop,No info,5054
9255,Jet Airways,2019-09-06,Delhi,Cochin,11:40,7h 20m,2 stops,No info,18804
9256,IndiGo,2019-09-06,Kolkata,Banglore,15:15,2h 30m,non-stop,No info,5224
9257,IndiGo,2019-09-06,Chennai,Kolkata,11:35,2h 25m,non-stop,No info,3858
9258,Jet Airways,2019-09-06,Kolkata,Banglore,21:10,21h 5m,1 stop,No info,14571
9259,Jet Airways,2019-09-06,Delhi,Cochin,19:30,8h 55m,2 stops,In-flight meal not included,10368
9260,Vistara,2019-09-06,Kolkata,Banglore,7:10,15h 45m,1 stop,No info,8662
9261,Jet Airways,2019-09-06,Delhi,Cochin,2:15,26h 10m,1 stop,In-flight meal not included,10262
9262,IndiGo,2019-09-06,Delhi,Cochin,16:10,6h 20m,1 stop,No info,6412
9263,Air India,2019-09-06,Kolkata,Banglore,9:10,4h 5m,1 stop,No info,8996
9264,Air India,2019-09-06,Delhi,Cochin,6:05,27h 20m,1 stop,No info,7690
9265,Jet Airways,2019-09-06,Delhi,Cochin,11:30,7h 30m,1 stop,In-flight meal not included,10262
9266,Jet Airways,2019-09-06,Banglore,Delhi,15:15,2h 55m,non-stop,No info,8016
9267,Vistara,2019-09-06,Banglore,Delhi,9:45,2h 50m,non-stop,No info,4668
9268,Jet Airways,2019-09-06,Delhi,Cochin,21:50,21h 10m,1 stop,No info,14714
9269,Jet Airways,2019-09-06,Delhi,Cochin,11:00,3h 15m,non-stop,No info,9564
9270,Air Asia,2019-09-06,Banglore,Delhi,4:55,2h 50m,non-stop,No info,8420
9271,Air India,2019-09-06,Banglore,Delhi,21:05,2h 50m,non-stop,No info,5228
9272,Air India,2019-09-06,Kolkata,Banglore,9:25,28h 20m,2 stops,No info,11542
9273,Jet Airways,2019-09-06,Kolkata,Banglore,20:00,27h 35m,1 stop,In-flight meal not included,10844
9274,IndiGo,2019-09-06,Banglore,Delhi,10:10,2h 50m,non-stop,No info,4423
9275,Jet Airways,2019-09-06,Delhi,Cochin,21:50,14h 45m,1 stop,In-flight meal not included,10262
9276,Jet Airways,2019-09-06,Banglore,Delhi,18:55,3h 5m,non-stop,No info,8016
9277,Vistara,2019-09-06,Banglore,Delhi,21:00,2h 50m,non-stop,No info,4668
9278,Air Asia,2019-09-06,Kolkata,Banglore,10:20,2h 35m,non-stop,No info,5645
9279,Jet Airways,2019-09-06,Delhi,Cochin,11:30,16h 55m,1 stop,In-flight meal not included,10262
9280,SpiceJet,2019-09-06,Mumbai,Hyderabad,13:15,1h 30m,non-stop,No info,2227
9281,Jet Airways,2019-09-06,Banglore,Delhi,17:45,3h,non-stop,In-flight meal not included,7229
9282,SpiceJet,2019-09-06,Mumbai,Hyderabad,22:45,1h 30m,non-stop,No check-in baggage included,1965
9283,Jet Airways,2019-09-06,Delhi,Cochin,9:00,27h 35m,1 stop,In-flight meal not included,10262
9284,Air India,2019-09-06,Delhi,Cochin,17:40,14h 35m,1 stop,No info,7468
9285,Multiple carriers,2019-09-06,Delhi,Cochin,10:00,15h 30m,1 stop,No info,13377
9286,Jet Airways,2019-09-06,Delhi,Cochin,2:15,16h 45m,1 stop,In-flight meal not included,10262
9287,Multiple carriers,2019-09-06,Delhi,Cochin,11:40,13h 50m,1 stop,No info,6795
9288,Jet Airways,2019-09-06,Delhi,Cochin,5:30,22h 55m,2 stops,No info,13292
9289,Jet Airways,2019-09-06,Kolkata,Banglore,17:00,6h 35m,1 stop,In-flight meal not included,13994
9290,Air India,2019-09-06,Kolkata,Banglore,9:25,20h 10m,2 stops,No info,11432
9291,Jet Airways,2019-09-06,Kolkata,Banglore,8:25,11h 25m,1 stop,In-flight meal not included,10844
9292,IndiGo,2019-09-06,Kolkata,Banglore,14:25,2h 30m,non-stop,No info,5644
9293,Air India,2019-09-06,Delhi,Cochin,10:55,8h 20m,2 stops,No info,12383
9294,Jet Airways,2019-09-06,Kolkata,Banglore,6:30,5h 30m,1 stop,No info,14571
9295,Multiple carriers,2019-09-06,Delhi,Cochin,16:00,9h 30m,1 stop,No info,13587
9296,Jet Airways,2019-09-06,Kolkata,Banglore,14:05,14h 35m,1 stop,No info,14178
9297,Air India,2019-09-06,Delhi,Cochin,14:10,3h,non-stop,No info,6094
9298,IndiGo,2019-09-06,Kolkata,Banglore,8:10,4h 50m,1 stop,No info,5069
9299,Jet Airways,2019-09-06,Kolkata,Banglore,18:55,17h 5m,1 stop,No info,14571
9300,Air India,2019-09-06,Delhi,Cochin,7:05,26h 20m,2 stops,No info,11185
9301,Vistara,2019-09-06,Kolkata,Banglore,20:20,24h,1 stop,No info,8085
9302,Air India,2019-09-06,Delhi,Cochin,17:15,26h,2 stops,No info,12392
9303,IndiGo,2019-09-06,Delhi,Cochin,5:10,4h 55m,1 stop,No info,6496
9304,Air India,2019-09-06,Delhi,Cochin,5:55,25h 45m,2 stops,No info,10493
9305,Jet Airways,2019-09-06,Kolkata,Banglore,21:10,23h 35m,1 stop,In-flight meal not included,10844
9306,SpiceJet,2019-09-06,Chennai,Kolkata,17:45,2h 20m,non-stop,No info,3597
9307,SpiceJet,2019-09-06,Chennai,Kolkata,9:45,2h 15m,non-stop,No info,3597
9308,Air India,2019-09-06,Delhi,Cochin,21:00,10h 40m,1 stop,No info,8372
9309,Jet Airways,2019-09-06,Delhi,Cochin,18:15,24h 45m,1 stop,In-flight meal not included,10577
9310,Jet Airways,2019-09-06,Delhi,Cochin,9:40,26h 55m,2 stops,No info,13014
9311,Multiple carriers,2019-09-06,Delhi,Cochin,10:00,11h,1 stop,No info,7408
9312,Jet Airways,2019-09-06,Delhi,Cochin,22:50,5h 35m,1 stop,No info,14714
9313,Jet Airways,2019-09-06,Kolkata,Banglore,20:00,24h 45m,1 stop,In-flight meal not included,10844
9314,Vistara,2019-09-06,Banglore,Delhi,17:00,2h 35m,non-stop,No info,4878
9315,SpiceJet,2019-09-06,Kolkata,Banglore,11:15,7h 15m,1 stop,No info,9946
9316,IndiGo,2019-09-06,Banglore,Delhi,18:55,2h 55m,non-stop,No info,4823
9317,IndiGo,2019-09-06,Kolkata,Banglore,19:35,3h 40m,1 stop,No info,5276
9318,Jet Airways,2019-09-06,Mumbai,Hyderabad,2:55,1h 25m,non-stop,No info,5678
9319,Jet Airways,2019-09-06,Delhi,Cochin,21:35,15h,2 stops,No info,13882
9320,IndiGo,2019-09-06,Kolkata,Banglore,15:15,5h 15m,1 stop,No info,5380
9321,Jet Airways,2019-09-06,Kolkata,Banglore,17:00,6h 35m,1 stop,No info,14676
9322,Jet Airways,2019-09-06,Delhi,Cochin,22:50,13h 45m,1 stop,In-flight meal not included,10262
9323,Jet Airways,2019-09-06,Kolkata,Banglore,21:10,14h 50m,1 stop,In-flight meal not included,10844
9324,Jet Airways,2019-09-06,Kolkata,Banglore,21:10,21h 5m,1 stop,In-flight meal not included,10844
9325,Air India,2019-09-06,Delhi,Cochin,5:55,37h 20m,2 stops,No info,10493
9326,Jet Airways,2019-09-06,Kolkata,Banglore,17:00,29h 5m,1 stop,In-flight meal not included,10539
9327,Jet Airways,2019-09-06,Kolkata,Banglore,21:10,12h 10m,1 stop,In-flight meal not included,11841
9328,Jet Airways,2019-09-06,Kolkata,Banglore,17:00,25h,1 stop,No info,14151
9329,Multiple carriers,2019-09-06,Delhi,Cochin,7:00,12h,1 stop,No info,12192
9330,Multiple carriers,2019-09-06,Delhi,Cochin,14:00,11h 30m,1 stop,No info,13377
9331,Jet Airways,2019-09-06,Kolkata,Banglore,20:25,13h 20m,1 stop,In-flight meal not included,13469
9332,Vistara,2019-09-06,Kolkata,Banglore,17:00,25h 50m,1 stop,No info,9135
9333,Air India,2019-09-06,Delhi,Cochin,18:45,24h 30m,2 stops,No info,12257
9334,Jet Airways,2019-09-06,Kolkata,Banglore,18:55,21h 25m,1 stop,No info,14571
9335,Jet Airways,2019-09-06,Kolkata,Banglore,16:30,12h 10m,1 stop,No info,13731
9336,Jet Airways,2019-09-06,Kolkata,Banglore,20:00,8h 40m,1 stop,In-flight meal not included,9663
9337,Air Asia,2019-09-06,Kolkata,Banglore,7:35,11h 50m,1 stop,No info,7870
9338,Jet Airways,2019-09-06,Kolkata,Banglore,17:00,29h 5m,1 stop,No info,12692
9339,Jet Airways,2019-09-06,Kolkata,Banglore,20:00,8h 40m,1 stop,No info,14178
9340,Jet Airways,2019-09-06,Kolkata,Banglore,6:30,13h 20m,1 stop,In-flight meal not included,10844
9341,Jet Airways,2019-09-06,Delhi,Cochin,13:00,6h,1 stop,In-flight meal not included,10262
9342,Air Asia,2019-09-06,Kolkata,Banglore,15:10,8h 20m,2 stops,No info,7870
9343,Jet Airways,2019-09-06,Banglore,Delhi,11:10,2h 55m,non-stop,No info,8016
9344,IndiGo,2019-09-06,Banglore,Delhi,21:15,3h,non-stop,No info,3943
9345,Jet Airways,2019-09-06,Kolkata,Banglore,18:55,21h 25m,1 stop,In-flight meal not included,10844
9346,Air India,2019-09-06,Kolkata,Banglore,9:50,13h 25m,3 stops,No info,14960
9347,Jet Airways,2019-09-06,Kolkata,Banglore,21:10,11h 5m,1 stop,In-flight meal not included,11841
9348,Air India,2019-09-06,Kolkata,Banglore,9:25,20h,2 stops,No info,13007
9349,Jet Airways,2019-09-06,Kolkata,Banglore,8:25,7h 55m,1 stop,No info,14571
9350,Air India,2019-09-06,Kolkata,Banglore,9:25,28h 20m,2 stops,No info,11752
9351,Jet Airways,2019-09-06,Kolkata,Banglore,20:00,16h,1 stop,No info,14571
9352,Air India,2019-09-06,Delhi,Cochin,20:00,23h 15m,1 stop,No info,8372
9353,SpiceJet,2019-09-06,Delhi,Cochin,17:55,4h 55m,1 stop,No info,5409
9354,Jet Airways,2019-09-06,Kolkata,Banglore,20:25,13h 20m,1 stop,No info,14151
9355,Air India,2019-09-06,Kolkata,Banglore,12:00,30h 30m,2 stops,No info,10151
9356,Air India,2019-09-06,Delhi,Cochin,12:55,30h 20m,2 stops,No info,12436
9357,SpiceJet,2019-09-06,Kolkata,Banglore,15:55,5h 30m,1 stop,No info,9158
9358,Jet Airways,2019-09-06,Kolkata,Banglore,20:00,13h 20m,1 stop,In-flight meal not included,11841
9359,Jet Airways,2019-09-06,Kolkata,Banglore,6:30,9h 50m,1 stop,No info,14571
9360,IndiGo,2019-09-06,Delhi,Cochin,8:30,12h 30m,1 stop,No info,6838
9361,Jet Airways,2019-09-06,Delhi,Cochin,9:00,10h,1 stop,No info,14714
9362,Multiple carriers,2019-09-06,Delhi,Cochin,10:20,8h 40m,1 stop,No info,11789
9363,Air India,2019-09-06,Kolkata,Banglore,16:50,20h 55m,2 stops,No info,11752
9364,Air India,2019-09-06,Kolkata,Banglore,14:15,2h 30m,non-stop,No info,6245
9365,Multiple carriers,2019-09-06,Delhi,Cochin,9:45,12h 45m,1 stop,No info,9646
9366,Jet Airways,2019-09-06,Delhi,Cochin,21:50,6h 35m,1 stop,No info,14714
9367,Air India,2019-09-06,Delhi,Cochin,5:00,26h 40m,2 stops,No info,10756
9368,Jet Airways,2019-09-06,Kolkata,Banglore,6:30,22h 10m,1 stop,In-flight meal not included,9663
9369,Jet Airways,2019-09-06,Delhi,Cochin,6:45,21h 40m,2 stops,No info,13376
9370,GoAir,2019-09-06,Kolkata,Banglore,6:40,7h 55m,1 stop,No info,3673
9371,Jet Airways,2019-09-06,Delhi,Cochin,18:25,18h 10m,2 stops,No info,14237
9372,Multiple carriers,2019-09-06,Delhi,Cochin,10:35,8h 25m,1 stop,No info,11098
9373,Jet Airways,2019-09-06,Kolkata,Banglore,8:25,20h 15m,1 stop,No info,13731
9374,Jet Airways,2019-09-06,Delhi,Cochin,5:30,22h 55m,2 stops,No info,13014
9375,Jet Airways,2019-09-06,Kolkata,Banglore,8:25,7h 55m,1 stop,In-flight meal not included,10844
9376,Jet Airways,2019-09-06,Delhi,Cochin,9:40,9h 20m,2 stops,No info,13014
9377,Jet Airways,2019-09-06,Kolkata,Banglore,17:00,28h 5m,1 stop,In-flight meal not included,10539
9378,IndiGo,2019-09-06,Delhi,Cochin,14:20,8h 10m,1 stop,No info,6938
9379,Jet Airways,2019-09-06,Delhi,Cochin,9:40,9h 20m,2 stops,In-flight meal not included,10368
9380,Multiple carriers,2019-09-06,Delhi,Cochin,9:00,10h,1 stop,No info,12192
9381,Vistara,2019-09-06,Kolkata,Banglore,7:10,11h 40m,1 stop,No info,9555
9382,Jet Airways,2019-09-06,Delhi,Cochin,19:15,23h 45m,1 stop,In-flight meal not included,10577
9383,Multiple carriers,2019-09-06,Delhi,Cochin,7:05,13h 55m,1 stop,No info,13587
9384,Multiple carriers,2019-09-06,Delhi,Cochin,13:00,8h,1 stop,No info,7408
9385,SpiceJet,2019-09-06,Delhi,Cochin,15:45,6h 20m,1 stop,No info,6297
9386,Air Asia,2019-09-06,Kolkata,Banglore,6:50,3h 40m,1 stop,No info,6857
9387,Jet Airways,2019-09-06,Kolkata,Banglore,20:00,20h 20m,1 stop,No info,14571
9388,GoAir,2019-09-06,Delhi,Cochin,7:00,5h 55m,1 stop,No info,5897
9389,Jet Airways,2019-09-06,Kolkata,Banglore,21:10,12h 55m,1 stop,No info,14939
9390,IndiGo,2019-09-06,Delhi,Cochin,10:35,10h 25m,1 stop,No info,6314
9391,GoAir,2019-09-06,Banglore,Delhi,20:55,2h 45m,non-stop,No info,3898
9392,IndiGo,2019-09-06,Delhi,Cochin,7:35,14h 55m,1 stop,No info,6442
9393,Jet Airways,2019-09-06,Delhi,Cochin,9:00,10h,1 stop,In-flight meal not included,10262
9394,Jet Airways,2019-09-06,Delhi,Cochin,19:45,8h 40m,1 stop,In-flight meal not included,10577
9395,IndiGo,2019-09-06,Kolkata,Banglore,21:00,5h 15m,1 stop,No info,6911
9396,Air India,2019-09-06,Kolkata,Banglore,10:00,10h 25m,1 stop,No info,10413
9397,Jet Airways,2019-09-06,Kolkata,Banglore,10:20,7h 15m,1 stop,In-flight meal not included,5608
9398,IndiGo,2019-09-06,Kolkata,Banglore,22:15,2h 35m,non-stop,No info,5224
9399,Multiple carriers,2019-09-06,Delhi,Cochin,12:50,8h 10m,1 stop,No info,7005
9400,Multiple carriers,2019-09-06,Delhi,Cochin,9:15,9h 45m,1 stop,No info,11622
9401,Air India,2019-09-06,Kolkata,Banglore,7:00,18h 20m,2 stops,No info,13033
9402,IndiGo,2019-09-06,Delhi,Cochin,7:35,8h 35m,1 stop,No info,6442
9403,Air India,2019-09-06,Banglore,Delhi,10:00,2h 45m,non-stop,No info,6961
9404,Jet Airways,2019-09-06,Delhi,Cochin,19:30,17h 5m,2 stops,No info,13014
9405,Jet Airways,2019-09-06,Delhi,Cochin,2:15,10h 20m,1 stop,No info,18371
9406,Jet Airways,2019-09-06,Delhi,Cochin,19:15,17h 20m,1 stop,In-flight meal not included,10577
9407,Jet Airways,2019-09-06,Delhi,Cochin,8:00,11h,1 stop,In-flight meal not included,10262
9408,Jet Airways,2019-09-06,Kolkata,Banglore,20:25,21h 35m,1 stop,No info,13401
9409,Air Asia,2019-09-06,Kolkata,Banglore,22:40,12h,1 stop,No info,11323
9410,Air India,2019-09-06,Kolkata,Banglore,12:00,25h 15m,1 stop,No info,7662
9411,IndiGo,2019-09-06,Delhi,Cochin,14:20,3h 15m,non-stop,No info,5601
9412,Jet Airways,2019-09-06,Kolkata,Banglore,9:35,9h 35m,1 stop,In-flight meal not included,13994
9413,Air India,2019-09-06,Kolkata,Banglore,17:30,26h 55m,1 stop,No info,10413
9414,SpiceJet,2019-09-06,Kolkata,Banglore,9:00,2h 25m,non-stop,No check-in baggage included,3841
9415,Jet Airways,2019-09-06,Mumbai,Hyderabad,19:35,1h 30m,non-stop,No info,5678
9416,Multiple carriers,2019-09-06,Delhi,Cochin,9:00,12h,1 stop,No info,7408
9417,Air India,2019-09-06,Kolkata,Banglore,9:50,11h 15m,1 stop,No info,7662
9418,Air India,2019-09-06,Delhi,Cochin,17:15,14h 25m,2 stops,No info,12199
9419,Jet Airways,2019-09-06,Kolkata,Banglore,17:00,21h 25m,1 stop,No info,14151
9420,Air India,2019-09-06,Delhi,Cochin,5:15,25h 35m,1 stop,No info,6587
9421,Jet Airways,2019-09-06,Delhi,Cochin,9:00,19h 25m,1 stop,In-flight meal not included,10262
9422,Jet Airways,2019-09-06,Delhi,Cochin,15:00,28h,1 stop,In-flight meal not included,10262
9423,IndiGo,2019-09-06,Mumbai,Hyderabad,19:05,1h 30m,non-stop,No info,2754
9424,Jet Airways,2019-09-06,Kolkata,Banglore,20:00,20h 20m,1 stop,In-flight meal not included,10844
9425,Jet Airways,2019-09-06,Kolkata,Banglore,9:35,11h 30m,1 stop,No info,14676
9426,Jet Airways,2019-09-06,Delhi,Cochin,17:30,25h 30m,1 stop,In-flight meal not included,10262
9427,IndiGo,2019-09-06,Delhi,Cochin,9:15,11h 45m,1 stop,No info,6838
9428,Jet Airways,2019-09-06,Kolkata,Banglore,9:35,25h 20m,1 stop,No info,14151
9429,IndiGo,2019-09-06,Delhi,Cochin,16:00,9h 30m,1 stop,No info,6316
9430,GoAir,2019-09-06,Delhi,Cochin,10:35,9h,1 stop,No info,5281
9431,Jet Airways,2019-09-06,Delhi,Cochin,14:35,13h 50m,2 stops,No info,13376
9432,Air India,2019-09-06,Delhi,Cochin,5:00,38h 15m,2 stops,No info,9968
9433,Vistara,2019-09-06,Kolkata,Banglore,17:00,27h 20m,1 stop,No info,8610
9434,Multiple carriers,2019-09-06,Delhi,Cochin,12:50,12h 40m,1 stop,No info,6795
9435,Jet Airways,2019-09-06,Kolkata,Banglore,18:55,17h 5m,1 stop,In-flight meal not included,10844
9436,IndiGo,2019-09-06,Mumbai,Hyderabad,9:10,1h 30m,non-stop,No info,4049
9437,Jet Airways,2019-09-06,Kolkata,Banglore,14:05,9h 30m,1 stop,No info,14571
9438,IndiGo,2019-09-06,Delhi,Cochin,15:10,4h 50m,1 stop,No info,7060
9439,Jet Airways,2019-09-06,Kolkata,Banglore,21:10,12h 55m,1 stop,In-flight meal not included,11841
9440,Multiple carriers,2019-09-06,Delhi,Cochin,17:50,7h 40m,2 stops,No info,18485
9441,Jet Airways,2019-09-06,Kolkata,Banglore,20:25,24h 40m,1 stop,In-flight meal not included,10539
9442,Air India,2019-09-06,Kolkata,Banglore,14:35,24h,1 stop,No info,6528
9443,Jet Airways,2019-09-06,Kolkata,Banglore,21:10,25h 25m,1 stop,In-flight meal not included,10844
9444,Jet Airways,2019-09-06,Delhi,Cochin,18:15,18h 20m,1 stop,In-flight meal not included,10577
9445,Vistara,2019-09-06,Kolkata,Banglore,20:20,27h 5m,1 stop,No info,8085
9446,Jet Airways,2019-09-06,Kolkata,Banglore,21:10,7h 30m,1 stop,No info,13731
9447,Multiple carriers,2019-09-06,Delhi,Cochin,13:00,8h,1 stop,No info,13587
9448,Jet Airways,2019-09-06,Kolkata,Banglore,20:00,12h 15m,1 stop,No info,14939
9449,IndiGo,2019-09-06,Chennai,Kolkata,5:15,2h 25m,non-stop,No info,3540
9450,Jet Airways,2019-09-06,Kolkata,Banglore,20:25,25h 40m,1 stop,In-flight meal not included,10539
9451,Multiple carriers,2019-09-06,Delhi,Cochin,9:45,6h 25m,1 stop,No info,9646
9452,Air India,2019-09-06,Kolkata,Banglore,9:25,9h 5m,1 stop,No info,8576
9453,Jet Airways,2019-09-06,Mumbai,Hyderabad,10:20,1h 30m,non-stop,No info,5678
9454,Multiple carriers,2019-09-06,Delhi,Cochin,11:40,7h 20m,1 stop,No info,11789
9455,Jet Airways,2019-09-06,Delhi,Cochin,20:55,7h 30m,1 stop,In-flight meal not included,10577
9456,Jet Airways,2019-09-06,Delhi,Cochin,21:25,21h 35m,2 stops,No info,13292
9457,Jet Airways,2019-09-06,Banglore,Delhi,6:00,2h 45m,non-stop,No info,8016
9458,Jet Airways,2019-09-06,Kolkata,Banglore,20:00,16h,1 stop,In-flight meal not included,10844
9459,Multiple carriers,2019-09-06,Delhi,Cochin,3:50,15h 10m,1 stop,No info,12192
9460,Jet Airways,2019-09-06,Kolkata,Banglore,18:55,23h 20m,1 stop,In-flight meal not included,10844
9461,Multiple carriers,2019-09-06,Delhi,Cochin,6:40,12h 20m,1 stop,No info,10877
9462,IndiGo,2019-09-06,Kolkata,Banglore,17:35,4h 40m,1 stop,No info,5699
9463,IndiGo,2019-09-06,Delhi,Cochin,15:00,10h 30m,1 stop,No info,6316
9464,Jet Airways,2019-09-06,Delhi,Cochin,6:45,29h 50m,2 stops,No info,13376
9465,Jet Airways,2019-09-06,Delhi,Cochin,15:00,21h 35m,1 stop,In-flight meal not included,10262
9466,Air India,2019-09-06,Kolkata,Banglore,5:50,27h 5m,2 stops,No info,12723
9467,Jet Airways,2019-09-06,Delhi,Cochin,22:50,5h 35m,1 stop,In-flight meal not included,10262
9468,Air India,2019-09-06,Kolkata,Banglore,7:00,22h 25m,2 stops,No info,12744
9469,Air India,2019-09-06,Delhi,Cochin,20:15,23h,2 stops,No info,13381
9470,Jet Airways,2019-09-06,Delhi,Cochin,11:30,25h 5m,1 stop,In-flight meal not included,10262
9471,Multiple carriers,2019-09-06,Delhi,Cochin,10:00,9h,1 stop,No info,12192
9472,Jet Airways,2019-09-06,Delhi,Cochin,6:45,29h 50m,2 stops,No info,13376
9473,Jet Airways,2019-09-06,Kolkata,Banglore,9:35,12h 30m,1 stop,No info,14676
9474,Jet Airways,2019-09-06,Kolkata,Banglore,14:05,6h 40m,1 stop,In-flight meal not included,10844
9475,SpiceJet,2019-09-06,Kolkata,Banglore,17:10,2h 30m,non-stop,No info,4174
9476,Multiple carriers,2019-09-06,Delhi,Cochin,8:00,13h,1 stop,No info,7408
9477,Jet Airways,2019-09-06,Delhi,Cochin,11:45,24h 50m,2 stops,No info,13882
9478,Jet Airways,2019-09-06,Delhi,Cochin,9:40,26h 55m,2 stops,No info,13014
9479,Vistara,2019-09-06,Kolkata,Banglore,7:10,27h 35m,1 stop,No info,9397
9480,Vistara,2019-09-06,Banglore,Delhi,19:30,2h 45m,non-stop,No info,4878
9481,Air India,2019-09-06,Kolkata,Banglore,16:45,28h 20m,1 stop,No info,7662
9482,Air India,2019-09-06,Delhi,Cochin,9:45,23h 40m,2 stops,No info,11185
9483,Jet Airways,2019-09-06,Delhi,Cochin,13:00,6h,1 stop,No info,14714
9484,Jet Airways,2019-09-06,Mumbai,Hyderabad,7:05,1h 25m,non-stop,In-flight meal not included,4050
9485,Jet Airways,2019-09-06,Delhi,Cochin,6:45,21h 40m,2 stops,No info,13376
9486,Jet Airways,2019-09-06,Delhi,Cochin,19:45,23h 15m,1 stop,In-flight meal not included,10577
9487,Jet Airways,2019-09-06,Delhi,Cochin,19:15,9h 10m,1 stop,In-flight meal not included,10577
9488,Jet Airways,2019-09-06,Delhi,Cochin,17:30,10h 55m,1 stop,In-flight meal not included,10262
9489,IndiGo,2019-09-06,Kolkata,Banglore,19:20,4h 25m,1 stop,No info,4205
9490,Multiple carriers,2019-09-06,Delhi,Cochin,9:00,12h,1 stop,No info,13587
9491,Jet Airways,2019-09-06,Delhi,Cochin,20:55,22h 5m,1 stop,No info,14924
9492,Vistara,2019-09-06,Banglore,Delhi,11:30,2h 50m,non-stop,No info,4668
9493,Jet Airways,2019-09-06,Kolkata,Banglore,17:00,26h 10m,1 stop,In-flight meal not included,10539
9494,Jet Airways,2019-09-06,Kolkata,Banglore,16:30,7h 5m,1 stop,In-flight meal not included,10844
9495,Multiple carriers,2019-09-06,Delhi,Cochin,8:30,10h 30m,1 stop,No info,11622
9496,Air Asia,2019-09-06,Delhi,Cochin,16:45,5h 40m,1 stop,No info,13470
